UID,UserPrompt,CorrectedPrompt,TranslatedPrompt,PromptingStrategy,Sentiment,5S_Strategies,5S_Voting,5S_Verdict
09_273,왜 다른 바디를 rotate할때랑 느낌이 다른거야? rotate하는 매 틱마다 달라지는 중심점기준으로 회전하게 되어있지 지금?,"왜 다른 바디를 회전할 때랑 느낌이 다른 거야? 회전하는 매 틱마다 달라지는 중심점을 기준으로 회전하게 되어 있지, 지금?","Why does it feel different when rotating a different body? It's supposed to rotate based on the changing center point with each tick of the rotation, right?",Clarification Questions;Factual Questions,Neutral,Substantiate,"""Why does it feel different when rotating a different body?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""It's supposed to rotate based on the changing center point with each tick of the rotation, right?"" → Substantiate (Substantiate, Substantiate, Supplement, Supplement, Substantiate); Holistic Evaluation - The user is seeking validation and an explanation for unexpected behavior (“feels different”) and confirmation of the expected mechanism. This is evaluative/diagnostic in nature, aligning with Substantiate overall.; ","The prompt asks for reasoning about an unexpected result and requests confirmation of correctness, which are Substantiate behaviors. It does not decompose tasks (Split), set parameters (Supplement as primary), align terminology (Sync), or request structured outputs (Structure)."
09_274,똑같은데 아직도,똑같은데 아직도,It's still the same.,Negative Judgement Statements.,Neutral,Substantiate,"""It's still the same."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The sentence is evaluative feedback indicating no change in the outcome or behavior, which aligns with Substantiate. It does not set parameters (Supplement), request steps (Split), align terminology (Sync), or ask for structured output (Structure)."
09_275,프로젝트 경로: C:\Users\82102\Desktop\floor-planner-refactored 지금 setback 기능 고치고 있어. 이해해봐,프로젝트 경로: C:\Users\82102\Desktop\floor-planner-refactored. 지금 setback 기능 고치고 있어. 이해해 봐.,Project path: C:\Users\82102\Desktop\floor-planner-refactored. I'm currently fixing the setback feature. Try to understand.,Information Provision;Information Provision;Execution Commands,Neutral,Supplement,"""Project path: [path removed]."" → None (None, None, Supplement, None, None); ""I'm currently fixing the setback feature."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""Try to understand."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - The prompt provides contextual details (what and where) and a direct instruction to understand, without any stepwise procedure or formatting request, so overall it deploys Supplement. ","The sentences primarily set context and desired assistant behavior, which fits Supplement. There is no decomposition (Split), format conversion (Structure), terminology mapping (Sync), or evaluative feedback (Substantiate)."
09_276,지금 셋백 모달에서 편집하면 아랫변만 바꿔도 윗변 아랫변을 동시에 바꾼것처럼 중앙정렬이돼. 셋백 모달에서 편집한것과 똑같이 변경되게 해줘.,지금 셋백 모달에서 편집하면 아랫변만 바꿔도 윗변 아랫변을 동시에 바꾼 것처럼 중앙 정렬이 돼. 셋백 모달에서 편집한 것과 똑같이 변경되게 해줘.,"When you edit in the setback modal now, even if you only change the bottom side, it aligns centrally as if both the top and bottom sides were changed simultaneously. Make it so that it changes exactly as edited in the setback modal.",Information Provision;Specification Commands,Neutral,"Substantiate, Supplement","""When you edit in the setback modal now, even if you only change the bottom side, it aligns centrally as if both the top and bottom sides were changed simultaneously."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""Make it so that it changes exactly as edited in the setback modal."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - The prompt reports an undesired current behavior (bug) and requests a change to align the system’s behavior with the user’s edits, combining Substantiate (feedback) with Supplement (desired behavior specification).; ",The first sentence provides diagnostic feedback about incorrect behavior (Substantiate). The second sentence sets the target behavior as a requirement (Supplement).
09_277,여전히 중앙정렬인데,여전히 중앙 정렬인데.,It's still center-aligned.,Negative Judgement Statements,Neutral,Substantiate,"""It's still center-aligned."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The sentence provides evaluative feedback indicating an unresolved issue (alignment remains unchanged), which aligns with Substantiate (validation/feedback)."
09_278,여전히 중앙에 있어,여전히 중앙에 있어.,Still in the center.,Others,Neutral,Substantiate,"""Still in the center."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The prompt is evaluative feedback indicating the result/state hasn’t changed (remains centered), without requesting steps or parameters. ",This utterance reports a status/problem rather than giving instructions or specifying format/constraints. It fits Substantiate as validation/feedback about the current outcome.
09_279,프로젝트 경로: C:\Users\82102\Desktop\floor-planner-refactored 지금 setback 기능 고치고 있어. 이해해봐,프로젝트 경로: C:\Users\82102\Desktop\floor-planner-refactored. 지금 setback 기능 고치고 있어. 이해해 봐.,Project path: C:\Users\82102\Desktop\floor-planner-refactored. I'm currently fixing the setback feature. Try to understand.,Information Provision;Information Provision;Execution Commands,Neutral,Supplement,"""Project path: [removed]"" → None (None, None, None, None, None); ""I'm currently fixing the setback feature."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""Try to understand."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - Overall, the prompt supplies contextual details and instructs the assistant to adopt a behavior (understand the situation), which aligns with Supplement. The file path alone does not qualify as Supplement per the strictness rule, but the other sentences do. ","The prompt primarily uses Supplement by providing scope context (the “setback” feature) and directly instructing the assistant to understand the context. There is no task decomposition, format conversion, terminology alignment, or validation/feedback."
09_280,지금 셋백을 하면 셋백한 것에 따라서 재생성되는 setback body의 중심점이 옮겨가고 있어. 그러다보니 setback body와 회색점선으로 표현된 original body의 싱크(특히 rotate될 때)도 안맞게 되고 동기화 버튼도 중심점으로 작동하기 때문에 결국에는 원하는 결과가 나오질 않아. 자 이 문제를 이해하고 어떻게 해결될 수 있을지 말해줘봐. 바디의 중심점을 바꾸지 않으면서 올바르게 포지션된 바디를 생성하는 방법은 없어? 파일 먼저 고치지말고 이해하고 해결책부터 제시해,"지금 셋백을 하면 셋백한 것에 따라서 재생성되는 setback body의 중심점이 옮겨가고 있어. 그러다 보니 setback body와 회색 점선으로 표현된 original body의 싱크(특히 회전될 때)도 안 맞게 되고 동기화 버튼도 중심점으로 작동하기 때문에 결국에는 원하는 결과가 나오질 않아. 자, 이 문제를 이해하고 어떻게 해결될 수 있을지 말해줘 봐. 바디의 중심점을 바꾸지 않으면서 올바르게 포지션된 바디를 생성하는 방법은 없어? 파일 먼저 고치지 말고 이해하고 해결책부터 제시해.","When you apply a setback now, the central point of the regenerated setback body shifts according to the setback applied. As a result, the synchronization between the setback body and the original body represented by the gray dotted line is off, especially when it rotates, and the sync button also operates based on the central point, so ultimately, you don't get the desired outcome. Now, understand this problem and explain how it can be resolved. Is there a way to generate a correctly positioned body without changing the central point of the body? Don't fix the file first; understand and propose a solution.",Reasoning;Reasoning;Clarification Questions;Hypothetical/Conditional Questions;Specification Commands,Neutral,"Split, Substantiate","""When you apply a setback now, the central point of the regenerated setback body shifts according to the setback applied."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""As a result, the synchronization between the setback body and the original body represented by the gray dotted line is off, especially when it rotates, and the sync button also operates based on the central point, so ultimately, you don't get the desired outcome."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""Now, understand this problem and explain how it can be resolved."" → Split (Split, Split, Split, Split, Split); ""Is there a way to generate a correctly positioned body without changing the central point of the body?"" → Split (Split, Split, Split, Supplement, Split); ""Don't fix the file first; understand and propose a solution."" → Split (Split, Split, Split, Supplement, Split); Holistic Evaluation - The prompt first reports and evaluates a problem (Substantiate) and then asks for an approach/solution and guidance (Split). The overall intent is to get an implementation strategy to resolve the observed synchronization issue. ","The prompt uses Substantiate to describe and assess the current faulty behavior (center shift causing desynchronization). It then switches to Split by asking for understanding, a resolution path, and a method to generate a correctly positioned body under specified constraints."
09_281,그건 안될것 같은데. 왜냐면 그렇게 하면 셋백한 자리에 다른 실들이 들어오지 못할거아니야. 원래 body에 충돌할거니까,그건 안 될 것 같은데. 왜냐하면 그렇게 하면 셋백한 자리에 다른 실들이 들어오지 못할 거 아니야. 원래 body에 충돌할 거니까.,"I don't think that will work because if we do it that way, other threads won't be able to enter the setback position since they'll collide with the original body.",Reasoning,Neutral,Substantiate,"""I don't think that will work because if we do it that way, other threads won't be able to enter the setback position since they'll collide with the original body."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The sentence provides evaluative feedback and identifies a failure mode (collision preventing entry), which aligns with Substantiate. It does not decompose tasks, set parameters, request structured output, or align terminology across systems."
09_282,원래 기준점 이라는 개념은 회색 점선으로 표현된 원래 실의 기준점을 말하는거지?,원래 기준점이라는 개념은 회색 점선으로 표현된 원래 실의 기준점을 말하는 거지?,"The original concept of a reference point refers to the original thread's reference point represented by the gray dotted line, right?",Definitions;Clarification Questions,Neutral,Sync,"""The original concept of a reference point refers to the original thread's reference point represented by the gray dotted line, right?"" → Sync (Sync, Sync, Supplement, Sync, Sync); Holistic Evaluation - None.; ","The prompt aims to align the term “reference point” with its depiction (the gray dotted line) from another context, which is terminology alignment (Sync). While phrased as a confirmation, the core intent is to ensure consistent labeling across artifacts."
09_283,"좋아 그렇게 해봐. 비슷한걸 고칠 때 너 계속 original 기준점을 ""로딩했을 때의 그 위치""로 잡던데 그거 아니고 현재 실들의 중심이라는거 제대로 알아두고 실시해.  결국 내가 이해하기에는 셋백된 body의 중심점을 사용하지 않는걸 말하는거지?","좋아, 그렇게 해 봐. 비슷한 걸 고칠 때 너 계속 원래 기준점을 """"로딩했을 때의 그 위치""""로 잡던데, 그거 아니고 현재 실들의 중심이라는 걸 제대로 알아두고 실시해. 결국 내가 이해하기에는 셋백된 바디의 중심점을 사용하지 않는 걸 말하는 거지?","Okay, try it that way. When you fix similar things, you keep using the original reference point as the """"position when loaded,"""" but it's not that; make sure you understand and execute it as the center of the current threads. Ultimately, as I understand it, you're saying not to use the center point of the setback body, right?",Execution Commands;Reasoning;Execution Commands;Clarification Questions,Neutral,"Supplement, Substantiate","""Okay, try it that way."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""When you fix similar things, you keep using the original reference point as the ""position when loaded,"" but it's not that; make sure you understand and execute it as the center of the current threads."" → Supplement (Supplement, Substantiate, Supplement, Supplement, Supplement); ""Ultimately, as I understand it, you're saying not to use the center point of the setback body, right?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None. ","The prompt both sets/clarifies the operational rule (use the center of the current threads, not the original “position when loaded”)—which is Supplement—and asks for confirmation/approval of that interpretation, which is Substantiate. There is no stepwise workflow (Split), formal data formatting (Structure), or explicit cross-system terminology mapping (Sync)."
09_284,안됐는데? rotate될 때 각자의 중심점으로 rotate되어서 싱크 안맞는데,안됐는데? 회전될 때 각자의 중심점으로 회전되어서 싱크 안 맞는데.,"It doesn't work? When it rotates, it rotates around each center point, so it's out of sync.",Factual Questions;Reasoning,Negative,Substantiate,"""It doesn't work?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""When it rotates, it rotates around each center point, so it's out of sync."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The prompt provides feedback that the current behavior is incorrect and describes the observed malfunction (rotation about individual centers causing desynchronization), which is evaluative/diagnostic in nature.; ","The user is reporting a problem and describing unintended behavior, which fits Substantiate (validation and feedback). There are no step-by-step instructions (Split), parameter settings (Supplement), terminology alignment across systems (Sync), or requests for structured output (Structure)."
09_285,방금 수정사항 되돌리기해,방금 수정 사항 되돌리기 해.,Just reverted the recent changes.,Execution Commands,Neutral,Substantiate,"""Just reverted the recent changes."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","This sentence provides neutral feedback/status about an action taken (the changes were reverted), which aligns with Substantiate. It does not set parameters, request a sequence, align terminology, or ask for structured output."
09_286,난이게 왜 어려운지 모르겠어. 방법없어? 쉽게좀 생각해 파일 고치지말고 방법제시,난 이게 왜 어려운지 모르겠어. 방법 없어? 쉽게 좀 생각해. 파일 고치지 말고 방법 제시.,I don't understand why this is difficult. Is there no way? Think of it simply and suggest a method without editing the file.,Negative Judgement Statements;Clarification Questions;Execution Commands,Neutral,"Split, Substantiate","""I don't understand why this is difficult."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""Is there no way?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""Think of it simply and suggest a method without editing the file."" → Split (Split, Split, Supplement, Split, Split); Holistic Evaluation - The prompt expresses dissatisfaction and questions feasibility (Substantiate), then asks for an implementation method with a constraint (no file edits). Overall intent centers on requesting a method, so Split is primary; the constraint is Supplement but subordinated to Split per the priority rule. ","The prompt primarily deploys Split by asking for a simple, actionable method. It also conveys evaluative feedback and feasibility concern, hence Substantiate at the sentence level. Although a constraint is given (“without editing the file”), Split takes precedence over Supplement within that sentence."
09_287,1번이 가능해?,1번이 가능해?,Is option one possible?,Clarification Questions,Neutral,Substantiate,"""Is option one possible?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The prompt asks for a feasibility judgment about “option one,” which is an evaluation/validation request. This aligns with Substantiate because it seeks an assessment (yes/no) of whether something can be done."
09_288,chatgpt에게 물어보게 문제를 정리해봐,ChatGPT에게 물어보기 위해 문제를 정리해 봐.,I tried organizing the questions to ask ChatGPT.,Others,Neutral,None,"""I tried organizing the questions to ask ChatGPT."" → None (None, None, None, None, None); Holistic Evaluation - None; ","This sentence is a meta-statement about the user’s effort and does not instruct the model, set parameters, request a format, align terminology, or provide evaluative feedback. Therefore, none of the 5S strategies are actively used."
09_289,검증해봐,검증해 봐.,Try to verify it.,Execution Commands,Neutral,Substantiate,"""Try to verify it."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - The prompt’s overall intent is to request validation/verification of some prior artifact or claim, which aligns with Substantiate, though the referent “it” is underspecified. ","The verb “verify” directly requests evaluation of correctness, which is characteristic of Substantiate. No steps, parameters, format conversions, or terminology alignment are present."
09_290,검증,Please provide the full Korean sentence with typos and spacing issues for me to correct.,Please give me the complete Korean sentence with typos and spacing issues so that I can correct it.,Procedural or How-To Questions,Neutral,Supplement,"""Please give me the complete Korean sentence with typos and spacing issues so that I can correct it."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - None; ","The prompt sets specific constraints on the desired output (a Korean sentence containing typos and spacing issues), which aligns with the Supplement strategy of specifying parameters and inclusion criteria for the response."
09_291,아 이거 해결할 방법이없나. 복잡하게 만들지 않고 만들수 있는 방법,"아, 이거 해결할 방법이 없나? 복잡하게 만들지 않고 만들 수 있는 방법.","Ah, is there no way to solve this? A way to do it without making it complicated...",Emotional Negatives;Hypothetical/Conditional Questions,Negative,"Substantiate, Supplement","""Ah, is there no way to solve this?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""A way to do it without making it complicated..."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - The prompt as a whole asks whether a solution is feasible (validation) and, if so, requests that it be simple (a constraint). No sequencing, formatting, or terminology alignment is present.; ",The first sentence evaluates feasibility and expresses concern about limitations (Substantiate). The second sets a simplicity constraint on the desired solution (Supplement).
09_292,그럼 자유회전할때는 매 tick마다 재생성한다는거아니야,그럼 자유 회전할 때는 매 tick마다 재생성한다는 거 아니야.,"So, doesn't that mean it regenerates every tick during free rotation?",Hypothetical/Conditional Questions,Neutral,Substantiate,"""So, doesn't that mean it regenerates every tick during free rotation?"" → Substantiate (Substantiate, Substantiate, Supplement, Substantiate, Substantiate); Holistic Evaluation - None; ","The prompt seeks confirmation about the correctness of an inferred behavior (“regenerates every tick”), which is a validation request. While it also implicitly asks for clarification, the primary intent is to verify correctness, aligning with Substantiate."
09_293,자 그러면 이렇게 하자. 어차피 setback한 것을 옮기지는 않을것 같으니까 setback 했을 때 지금 있는 그 자리와 rotation degree를 기반으로 모달에서 제시한 position에 정확히 맞춰서 pin된 상태로 재생성하는거야. 이해가돼? 파일 고치지말고 이해해,"자, 그러면 이렇게 하자. 어차피 setback한 것을 옮기지는 않을 것 같으니까 setback했을 때 지금 있는 그 자리와 rotation degree를 기반으로 모달에서 제시한 position에 정확히 맞춰서 pin된 상태로 재생성하는 거야. 이해가 돼? 파일 고치지 말고 이해해.","Alright, then let's do it this way. Since it seems like we won't be moving the setback, when it is set back, we'll regenerate it in a pinned state to precisely match the position suggested in the modal, based on its current position and rotation degree. Do you understand? Don't change the file, just understand it.",Specification Commands;Specification Commands;Clarification Questions;Execution Commands.,Neutral,"Split, Supplement, Substantiate","""Alright, then let's do it this way."" → None (None, None, None, None, None); ""Since it seems like we won't be moving the setback, when it is set back, we'll regenerate it in a pinned state to precisely match the position suggested in the modal, based on its current position and rotation degree."" → Split (Split, Split, Supplement, Split, Split); ""Do you understand?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""Don't change the file, just understand it."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - The prompt primarily lays out a conditional procedure (Split) for how to handle the setback regeneration, adds a behavioral constraint not to modify files (Supplement), and requests confirmation of understanding (Substantiate). Split takes priority over Supplement for the procedural instruction, but both appear alongside a confirmation check. ","The core instruction describes a conditional action flow (Split), while also specifying constraints and desired behavior (Supplement). The explicit request for confirmation of understanding constitutes validation/approval seeking (Substantiate)."
09_294,다음세션에서 고칠테니까 계획세워서 넘겨줘,다음 세션에서 고칠 테니까 계획 세워서 넘겨줘.,"I'll fix it in the next session, so please make a plan and hand it over.",Execution Commands;Specification Commands,Neutral,Split,"""I'll fix it in the next session, so please make a plan and hand it over."" → Split (Split, Split, Split, Split, Split); Holistic Evaluation - None; ","The prompt requests an execution plan to be handed over, which implies outlining steps or a strategy for how to proceed, aligning with Split. It does not set specific parameters (Supplement), request structured formats (Structure), align terminology (Sync), or ask for evaluation/feedback (Substantiate)."
09_295,개선하시고 수정해,개선하시고 수정하세요.,Please improve and correct it.,Execution Commands.,Neutral,None,"""No prompt text was provided to analyze."" → None (None, None, None, None, None); Holistic Evaluation - None; ","No analyzable content was supplied, so no 5S strategies can be identified. Please share the full prompt (or its goal, constraints, and desired output) so I can classify it and suggest targeted improvements."
09_296,rotate되어 있는 실을 setback 적용했을 때 회색 실 바운더리와 완벽히 sync되지 않는 문제가 있어. rotate의 중심점이 다르기 때문으로 보이는데 제대로 보정해서 회색 실 바운더리에 딱맞게 들어오도록해.,"rotate 되어 있는 실을 setback 적용했을 때 회색 실 바운더리와 완벽히 sync되지 않는 문제가 있어. rotate의 중심점이 다르기 때문으로 보이는데, 제대로 보정해서 회색 실 바운더리에 딱 맞게 들어오도록 해.","There is an issue where the thread that is rotated does not perfectly sync with the gray thread boundary when the setback is applied. This seems to be because the center point of the rotation is different, so please adjust it properly so that it aligns exactly with the gray thread boundary.",Information Provision;Reasoning;Specification Commands,Neutral,"Substantiate, Supplement","""There is an issue where the thread that is rotated does not perfectly sync with the gray thread boundary when the setback is applied."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""This seems to be because the center point of the rotation is different, so please adjust it properly so that it aligns exactly with the gray thread boundary."" → Supplement (Substantiate, Supplement, Supplement, Substantiate, Supplement); Holistic Evaluation - The prompt reports a misalignment issue and hypothesizes a cause (Substantiate), then requests a corrective adjustment with a clear requirement for exact alignment (Supplement). Together, it combines feedback with an instruction to change behavior. ","The first sentence is evaluative feedback describing a problem condition, fitting Substantiate. The second sets a desired constraint and action (“adjust … so that it aligns exactly”), fitting Supplement. No Split (no stepwise workflow), no Structure (no format conversion), and no Sync (the word “sync” refers to geometric alignment, not terminology alignment across systems)."
09_297,내가봐선 setback body를 생성할때의 중심점 위치를 조정해야할 것 같은데. 아직도 이해가 안되나,내가 봐선 setback body를 생성할 때의 중심점 위치를 조정해야 할 것 같은데. 아직도 이해가 안 되나.,"From what I see, it seems like we need to adjust the position of the center point when creating the setback body. Do you still not understand?",Reasoning;Clarification Questions,Neutral,Supplement,"""From what I see, it seems like we need to adjust the position of the center point when creating the setback body."" → Supplement (Supplement, Supplement, Substantiate, Substantiate, Supplement); ""Do you still not understand?"" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - The prompt provides prescriptive guidance (adjust the center point during setback body creation) and then seeks clarification on comprehension; there is no stepwise workflow or format conversion, so Supplement best captures the overall intent. ","The prompt primarily sets or refines behavior (adjusting a parameter) and asks for clarification, both of which are characteristic of Supplement. While the first sentence has a feedback tone, its actionable instruction dominates, leading to a Supplement classification overall."
09_298,지금 잘 돼. 근데 셋백모달의 스케일이 잘못되었어. 지금의 0.1배로 계산해야해. 그렇게 계산했을 때move할 수 있는 단위는 0.5씩으로 정해주고.,지금 잘 돼. 근데 셋백 모달의 스케일이 잘못되었어. 지금의 0.1배로 계산해야 해. 그렇게 계산했을 때 move할 수 있는 단위는 0.5씩으로 정해주고.,"It's working well now, but the setback model's scale is incorrect. It needs to be calculated at 0.1 times the current scale. When calculated that way, set the unit for movement to increments of 0.5.",Positive Judgement Statements;Negative Judgement Statements;Specification Commands;Specification Commands;Specification Commands.,Neutral,"Split, Substantiate","""It's working well now, but the setback model's scale is incorrect."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""It needs to be calculated at 0.1 times the current scale."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""When calculated that way, set the unit for movement to increments of 0.5."" → Split (Split, Split, Supplement, Supplement, Split); Holistic Evaluation - The prompt both provides evaluative feedback (Substantiate) and gives corrective instructions that include a conditional sequence (Split). Per the priority rule, the instructional part is classified as Split rather than Supplement, alongside Substantiate for the feedback. ","The first sentence evaluates current behavior and flags an issue (Substantiate). The next two sentences set parameters and, crucially, establish a conditional “when… then…” step, which constitutes a workflow (Split) and thus takes precedence over Supplement at the prompt level."
09_299,표시하는 스케일을 줄이라는게 아니라단위를 0.1배 하라는거잖아.,표시하는 스케일을 줄이라는 게 아니라 단위를 0.1배 하라는 거잖아.,"It's not about reducing the scale being displayed, but rather changing the unit to 0.1 times.",Reasoning,Neutral,"Supplement, Substantiate","""It's not about reducing the scale being displayed, but rather changing the unit to 0.1 times."" → Supplement (Supplement, Supplement, Substantiate, Substantiate, Supplement); Holistic Evaluation - The prompt primarily supplements by specifying the correct parameter (change the unit to 0.1×), while also providing corrective feedback that the earlier interpretation about scale was wrong (substantiate).; ",This sentence clarifies the intended setting (Supplement) by instructing a unit change to 0.1× and also corrects a misunderstanding about “reducing the scale” (Substantiate).
09_300,그냥 아예 수정하기전으로 바꿔. 장난하나?,그냥 아예 수정하기 전으로 바꿔. 장난하나?,Just change it back to how it was before the edits. Are you kidding me?,Execution Commands;Emotional Negatives,Negative,"Supplement, Substantiate","""Just change it back to how it was before the edits."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""Are you kidding me?"" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); Holistic Evaluation - None; ","The first sentence directly instructs a desired system behavior (revert changes), which is Supplement. The second sentence expresses negative evaluative feedback, which is Substantiate."
09_301,프로젝트 경로: C:\Users\82102\Desktop\floor-planner-refactored 지금 setback 기능 고치고 있어. Setback모달에서 원래는 20m인 실이 200m라고 단위가 10배 크게 되어있어. 20.0식으로 나오게 해줘.,프로젝트 경로: C:\Users\82102\Desktop\floor-planner-refactored. 지금 setback 기능 고치고 있어. Setback 모달에서 원래는 20m인 실이 200m라고 단위가 10배 크게 되어 있어. 20.0 식으로 나오게 해줘.,"Project path: C:\Users\82102\Desktop\floor-planner-refactored. I'm currently fixing the setback feature. In the setback modal, a room that should be 20m is incorrectly shown as 200m, ten times larger. Please make it display as 20.0.",Information Provision;Information Provision;Negative Judgement Statements;Specification Commands.,Neutral,"Supplement, Substantiate","""Project path: [omitted]"" → None (None, None, None, None, None); ""I'm currently fixing the setback feature."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""In the setback modal, a room that should be 20m is incorrectly shown as 200m, ten times larger."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""Please make it display as 20.0."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - None; ","The prompt reports a specific error (Substantiate) and sets the desired output format/behavior to correct it (Supplement). There is no step-by-step workflow (Split), no request for machine-readable formatting (Structure), and no cross-system terminology alignment (Sync)."
09_302,지금 0.1단위로 움직이게 되어있는데0.5단위로 바꿔줘,지금 0.1 단위로 움직이게 되어 있는데 0.5 단위로 바꿔 줘.,"It's currently set to move in 0.1 increments, but change it to 0.5 increments.",Information Provision;Specification Commands,Neutral,Supplement,"""It's currently set to move in 0.1 increments, but change it to 0.5 increments."" → Supplement (Supplement, Supplement, Supplement, Substantiate, Supplement); Holistic Evaluation - None; ","The prompt sets a parameter by instructing a change from 0.1 to 0.5 increments, which is characteristic of Supplement. The first clause gives context about the current setting, but the core action is a direct configuration change, not a process or evaluation."
09_303,셋백된 실을 움직이면 셋백이 자동으로 풀리게 해줘. 3. 셋백을 초기화해도 pin이 자동으로 풀리지 않게 해줘. 4.,셋백된 실을 움직이면 셋백이 자동으로 풀리게 해줘. 셋백을 초기화해도 핀이 자동으로 풀리지 않게 해줘.,"When you move the set-back thread, make it automatically release the set-back. Even if you reset the set-back, ensure the pin does not automatically release.",Specification Commands;Specification Commands,Neutral,Split,"""When you move the set-back thread, make it automatically release the set-back."" → Split (Split, Split, Split, Supplement, Split); ""Even if you reset the set-back, ensure the pin does not automatically release."" → Split (Split, Split, Supplement, Split, Split); Holistic Evaluation - None; ","The prompt specifies conditional behaviors (“when… then…”, “even if… ensure not…”), which aligns with Split due to explicit control flow. While it also sets behavior constraints (Supplement), Split takes priority under the rules."
09_304,셋백 모달에서 중간이상 못가게 되어있는데 제한 풀어줘,셋백 모달에서 중간 이상 못 가게 되어 있는데 제한 풀어줘.,"In the setback modal, it can't go past the middle, so please remove the restriction.",Reasoning;Specification Commands.,Neutral,"Supplement, Substantiate","""In the setback modal, it can't go past the middle, so please remove the restriction."" → Supplement (Substantiate, Supplement, Substantiate, Supplement, Supplement); Holistic Evaluation - The prompt both reports a UI limitation (Substantiate) and issues a direct instruction to change behavior (Supplement). Overall, the primary intent is to modify the constraint, so Supplement dominates.; ","The sentence provides problem feedback (“can’t go past the middle”) indicating Substantiate and also instructs a change (“please remove the restriction”) indicating Supplement. By majority and intent, Supplement is the main strategy while acknowledging embedded Substantiate."
09_305,지금 room tag에 표시되는 면적이 body의 사이즈가 실제로 업데이트되도 바뀌지 않더라고. 바뀔 수 있게 해줘. 셋백되거나 resize되면 그 body의 사이즈대로 바뀌게.,지금 room 태그에 표시되는 면적이 body의 사이즈가 실제로 업데이트되어도 바뀌지 않더라고. 바뀔 수 있게 해줘. 셋백되거나 리사이즈되면 그 body의 사이즈대로 바뀌게.,"Even when the size of the body is actually updated, the area displayed in the room tag doesn't change. Please make it so that it can change. When it's set back or resized, it should change according to the size of the body.",Negative Judgement Statements;Specification Commands;Specification Commands,Neutral,"Substantiate, Supplement","""Even when the size of the body is actually updated, the area displayed in the room tag doesn't change."" → Substantiate (Substantiate, Substantiate, Substantiate, Substantiate, Substantiate); ""Please make it so that it can change."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); ""When it's set back or resized, it should change according to the size of the body."" → Supplement (Supplement, Supplement, Supplement, Supplement, Supplement); Holistic Evaluation - The prompt combines a bug report (the area does not update) with a request to change system behavior and a condition under which it should update (on reset/resize). No stepwise workflow is requested, so Split does not apply. ","The first sentence provides evaluative feedback about a malfunction, which is Substantiate. The subsequent sentences specify desired behavior and conditional rules (update the tag when size changes), which fits Supplement as they set system behavior and constraints."
